"Address","Source Line","Assembly","Hardware Event Count: Total","Hardware Event Count: Self","Hardware Event Sample Count: Total","Hardware Event Sample Count: Self"
"0x7f61252fd0d4","475","data16 nop ","","","",""
"0x7f61252fd0d7","475","call 0x7f61250453e0 <UncommonTrapBlob>","","","",""
"0x7f61252fd0dc","0","Block 600:","","","",""
"0x7f61252fd0dc","472","call 0x7f613a9bc590","","","",""
"0x7f61252fd0e1","0","Block 601:","","","",""
"0x7f61252fd0e1","475","mov esi, 0xffffff65","","","",""
"0x7f61252fd0e6","485","mov dword ptr [rsp+0xc], r10d","","","",""
"0x7f61252fd0eb","485","call 0x7f61250453e0 <UncommonTrapBlob>","","","",""
"0x7f61252fd0f0","0","Block 602:","","","",""
"0x7f61252fd0f0","508","call 0x7f613a9bc590","","","",""
"0x7f61252fd0f5","0","Block 603:","","","",""
"0x7f61252fd0f5","475","mov esi, 0xffffff65","","","",""
"0x7f61252fd0fa","475","mov rbp, qword ptr [rsp]","","","",""
"0x7f61252fd0fe","475","mov qword ptr [rsp-0x8], rax","","","",""
"0x7f61252fd103","475","mov eax, dword ptr [rsp+0x8]","","","",""
"0x7f61252fd107","475","mov dword ptr [rsp], eax","","","",""
"0x7f61252fd10a","475","mov rax, qword ptr [rsp-0x8]","","","",""
"0x7f61252fd10f","475","mov dword ptr [rsp+0x8], r10d","","","",""
"0x7f61252fd114","475","data16 nop ","","","",""
"0x7f61252fd117","475","call 0x7f61250453e0 <UncommonTrapBlob>","","","",""
"0x7f61252fd11c","0","Block 604:","","","",""
"0x7f61252fd11c","508","call 0x7f613a9bc590","","","",""
"0x7f61252fd121","0","Block 605:","","","",""
"0x7f61252fd121","475","mov esi, 0xfffffff6","","","",""
"0x7f61252fd126","475","nop ","","","",""
"0x7f61252fd127","475","call 0x7f61250453e0 <UncommonTrapBlob>","","","",""
"0x7f61252fd12c","0","Block 606:","","","",""
"0x7f61252fd12c","504","call 0x7f613a9bc590","","","",""
"0x7f61252fd131","0","Block 607:","","","",""
"0x7f61252fd131","504","mov esi, 0xffffff86","","","",""
"0x7f61252fd136","475","mov ebp, ebx","","","",""
"0x7f61252fd138","475","data16 nop ","","","",""
"0x7f61252fd13b","475","call 0x7f61250453e0 <UncommonTrapBlob>","","","",""
"0x7f61252fd140","0","Block 608:","","","",""
"0x7f61252fd140","472","call 0x7f613a9bc590","","","",""
"0x7f61252fd145","0","Block 609:","","","",""
"0x7f61252fd145","472","mov rsi, rax","","","",""
"0x7f61252fd148","472","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd14d","0","Block 610:","","","",""
"0x7f61252fd14d","472","mov rsi, rax","","","",""
"0x7f61252fd150","472","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd155","0","Block 611:","","","",""
"0x7f61252fd155","473","mov rsi, rax","","","",""
"0x7f61252fd158","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd15d","0","Block 612:","","","",""
"0x7f61252fd15d","473","mov rsi, rax","","","",""
"0x7f61252fd160","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd165","0","Block 613:","","","",""
"0x7f61252fd165","473","mov rsi, rax","","","",""
"0x7f61252fd168","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd16a","0","Block 614:","","","",""
"0x7f61252fd16a","473","mov rsi, rax","","","",""
"0x7f61252fd16d","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd16f","0","Block 615:","","","",""
"0x7f61252fd16f","473","mov rsi, rax","","","",""
"0x7f61252fd172","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd174","0","Block 616:","","","",""
"0x7f61252fd174","473","mov rsi, rax","","","",""
"0x7f61252fd177","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd179","0","Block 617:","","","",""
"0x7f61252fd179","473","mov rsi, rax","","","",""
"0x7f61252fd17c","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd17e","0","Block 618:","","","",""
"0x7f61252fd17e","473","mov rsi, rax","","","",""
"0x7f61252fd181","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd183","0","Block 619:","","","",""
"0x7f61252fd183","473","mov rsi, rax","","","",""
"0x7f61252fd186","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd188","0","Block 620:","","","",""
"0x7f61252fd188","473","mov rsi, rax","","","",""
"0x7f61252fd18b","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd18d","0","Block 621:","","","",""
"0x7f61252fd18d","473","mov rsi, rax","","","",""
"0x7f61252fd190","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd192","0","Block 622:","","","",""
"0x7f61252fd192","473","mov rsi, rax","","","",""
"0x7f61252fd195","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd197","0","Block 623:","","","",""
"0x7f61252fd197","473","mov rsi, rax","","","",""
"0x7f61252fd19a","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd19c","0","Block 624:","","","",""
"0x7f61252fd19c","473","mov rsi, rax","","","",""
"0x7f61252fd19f","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1a1","0","Block 625:","","","",""
"0x7f61252fd1a1","473","mov rsi, rax","","","",""
"0x7f61252fd1a4","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1a6","0","Block 626:","","","",""
"0x7f61252fd1a6","473","mov rsi, rax","","","",""
"0x7f61252fd1a9","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1ab","0","Block 627:","","","",""
"0x7f61252fd1ab","473","mov rsi, rax","","","",""
"0x7f61252fd1ae","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1b0","0","Block 628:","","","",""
"0x7f61252fd1b0","473","mov rsi, rax","","","",""
"0x7f61252fd1b3","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1b5","0","Block 629:","","","",""
"0x7f61252fd1b5","473","mov rsi, rax","","","",""
"0x7f61252fd1b8","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1ba","0","Block 630:","","","",""
"0x7f61252fd1ba","473","mov rsi, rax","","","",""
"0x7f61252fd1bd","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1bf","0","Block 631:","","","",""
"0x7f61252fd1bf","473","mov rsi, rax","","","",""
"0x7f61252fd1c2","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1c4","0","Block 632:","","","",""
"0x7f61252fd1c4","473","mov rsi, rax","","","",""
"0x7f61252fd1c7","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1c9","0","Block 633:","","","",""
"0x7f61252fd1c9","473","mov rsi, rax","","","",""
"0x7f61252fd1cc","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1ce","0","Block 634:","","","",""
"0x7f61252fd1ce","473","mov rsi, rax","","","",""
"0x7f61252fd1d1","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1d3","0","Block 635:","","","",""
"0x7f61252fd1d3","473","mov rsi, rax","","","",""
"0x7f61252fd1d6","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1d8","0","Block 636:","","","",""
"0x7f61252fd1d8","473","mov rsi, rax","","","",""
"0x7f61252fd1db","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1dd","0","Block 637:","","","",""
"0x7f61252fd1dd","473","mov rsi, rax","","","",""
"0x7f61252fd1e0","473","jmp 0x7f61252fd1e5 <Block 639>","","","",""
"0x7f61252fd1e2","0","Block 638:","","","",""
"0x7f61252fd1e2","475","mov rsi, rax","","","",""
"0x7f61252fd1e5","0","Block 639:","","","",""
"0x7f61252fd1e5","0","add rsp, 0x90","","","",""
"0x7f61252fd1ec","0","pop rbp","","","",""
"0x7f61252fd1ed","0","jmp 0x7f612506f660 <_rethrow_Java>","","","",""
"0x7f61252ffa80","0","Block 640:","","","",""
"0x7f61252ffa80","0","mov r10d, dword ptr [rsi+0x8]","","","",""
"0x7f61252ffa84","0","shl r10, 0x3","","","",""
"0x7f61252ffa88","0","cmp rax, r10","","","",""
"0x7f61252ffa8b","0","jnz 0x7f6125045ba0 <ic_miss_stub>","","","",""
"0x7f61252ffa91","0","Block 641:","","","",""
"0x7f61252ffa91","0","data16 nop ","","","",""
"0x7f61252ffa94","0","nop dword ptr [rax+rax*1], eax","","","",""
"0x7f61252ffa9c","0","data16 nop ","","","",""
"0x7f61252ffaa0","0","mov dword ptr [rsp-0x14000], eax","","","",""
"0x7f61252ffaa7","0","push rbp","","","",""
"0x7f61252ffaa8","0","sub rsp, 0xa0","","","",""
"0x7f61252ffaaf","475","mov r10d, dword ptr [rsi+0xc]","","","",""
"0x7f61252ffab3","475","test r10d, r10d","","","",""
"0x7f61252ffab6","475","jle 0x7f6125300bc5 <Block 726>","","","",""
"0x7f61252ffabc","0","Block 642:","","","",""
"0x7f61252ffabc","475","mov qword ptr [rsp], rsi","","","",""
"0x7f61252ffac0","475","mov r10d, 0xf800c285","","","",""
"0x7f61252ffac6","475","shl r10, 0x3","","","",""
"0x7f61252ffaca","475","mov qword ptr [rsp+0x8], r10","","","",""
"0x7f61252ffacf","475","mov r10d, 0xf800c577","","","",""
"0x7f61252ffad5","475","shl r10, 0x3","","","",""
"0x7f61252ffad9","475","mov qword ptr [rsp+0x10], r10","","","",""
"0x7f61252ffade","475","mov r10d, 0xf800c245","","","",""
"0x7f61252ffae4","475","shl r10, 0x3","","","",""
"0x7f61252ffae8","475","mov qword ptr [rsp+0x18], r10","","","",""
"0x7f61252ffaed","475","mov r10d, 0xf800c305","","","",""
"0x7f61252ffaf3","475","shl r10, 0x3","","","",""
"0x7f61252ffaf7","475","mov qword ptr [rsp+0x20], r10","","","",""
"0x7f61252ffafc","475","mov r10d, 0xf800c4d4","","","",""
"0x7f61252ffb02","475","shl r10, 0x3","","","",""
"0x7f61252ffb06","475","mov qword ptr [rsp+0x28], r10","","","",""
"0x7f61252ffb0b","475","mov r10d, 0xf800c5d2","","","",""
"0x7f61252ffb11","475","shl r10, 0x3","","","",""
"0x7f61252ffb15","475","mov qword ptr [rsp+0x30], r10","","","",""
"0x7f61252ffb1a","475","mov r11d, 0xf800c205","","","",""
"0x7f61252ffb20","475","mov r10, 0x0","","","",""
"0x7f61252ffb2a","475","lea r10, ptr [r10+r11*8]","","","",""
"0x7f61252ffb2e","475","mov qword ptr [rsp+0x38], r10","","","",""
"0x7f61252ffb33","475","mov r10d, 0xf800c479","","","",""
"0x7f61252ffb39","475","shl r10, 0x3","","","",""
"0x7f61252ffb3d","475","mov qword ptr [rsp+0x40], r10","","","",""
"0x7f61252ffb42","475","mov r11d, 0xf800c51c","","","",""
"0x7f61252ffb48","475","mov r10, 0x0","","","",""
"0x7f61252ffb52","475","lea r10, ptr [r10+r11*8]","","","",""
"0x7f61252ffb56","475","mov qword ptr [rsp+0x48], r10","","","",""
"0x7f61252ffb5b","475","xor r10d, r10d","","","",""
"0x7f61252ffb5e","475","mov dword ptr [rsp+0x80], r10d","","","",""
"0x7f61252ffb66","475","jmp 0x7f61252ffbca <Block 646>","","","",""
"0x7f61252ffb68","0","Block 643:","","","",""
"0x7f61252ffb68","475","mov r10, 0x6720d2190","","","",""
"0x7f61252ffb72","475","mov r11d, dword ptr [r10+0x78]","","","",""
"0x7f61252ffb76","475","mov r10d, r11d","","","",""
"0x7f61252ffb79","475","mov r11, 0x6720d2190","","","",""
"0x7f61252ffb83","475","mov ebp, dword ptr [r11+0x7c]","","","",""
"0x7f61252ffb87","475","cmp ebp, 0x5ace","","","",""
"0x7f61252ffb8d","475","jnz 0x7f6125300e9c <Block 785>","","","",""
"0x7f61252ffb93","0","Block 644:","","","",""
"0x7f61252ffb93","475","cmp r10d, 0x2451","","","",""
"0x7f61252ffb9a","475","jnz 0x7f6125300eb1 <Block 787>","","","",""
"0x7f61252ffba0","0","Block 645:","","","",""
"0x7f61252ffba0","478","mov r10, qword ptr [rsp]","","","",""
"0x7f61252ffba4","478","mov r11d, dword ptr [r10+0xc]","","","",""
"0x7f61252ffba8","478","mov r8d, dword ptr [rsp+0x80]","","","",""
"0x7f61252ffbb0","478","inc r8d","","","",""
"0x7f61252ffbb3","475","mov dword ptr [rsp+0x80], r8d","","","",""
"0x7f61252ffbbb","472","test dword ptr [rip+0x16b8343f], eax","","","",""
"0x7f61252ffbc1","478","cmp r8d, r11d","","","",""
"0x7f61252ffbc4","478","jnl 0x7f6125300bc5 <Block 726>","","","",""
"0x7f61252ffbca","0","Block 646:","","","",""
"0x7f61252ffbca","475","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252ffbce","475","mov r10, r11","","","",""
"0x7f61252ffbd1","475","add r10, 0x38","","","",""
"0x7f61252ffbd5","485","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252ffbd9","485","jnb 0x7f6125300bd4 <Block 727>","","","",""
"0x7f61252ffbdf","0","Block 647:","","","",""
"0x7f61252ffbdf","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252ffbe3","485","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252ffbeb","485","mov qword ptr [r11], 0x1","","","",""
"0x7f61252ffbf2","485","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252ffbfa","485","mov dword ptr [r11+0x8], 0xf800c43f","","","",""
"0x7f61252ffc02","485","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252ffc0a","485","mov dword ptr [r11+0xc], 0xa","","","",""
"0x7f61252ffc12","485","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252ffc1a","485","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252ffc1e","485","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252ffc22","485","mov qword ptr [r11+0x20], r12","","","",""
"0x7f61252ffc26","485","mov qword ptr [r11+0x28], r12","","","",""
"0x7f61252ffc2a","485","mov qword ptr [r11+0x30], r12","","","",""
"0x7f61252ffc2e","0","Block 648:","","","",""
"0x7f61252ffc2e","478","mov qword ptr [rsp+0x50], r11","","","",""
"0x7f61252ffc33","478","mov r10, 0x6720d2190","","","",""
"0x7f61252ffc3d","478","mov dword ptr [r10+0x7c], r12d","","","",""
"0x7f61252ffc41","475","mov dword ptr [r10+0x6c], r12d","","","",""
"0x7f61252ffc45","475","mov dword ptr [r10+0x78], r12d","","","",""
"0x7f61252ffc49","475","mov r11, r10","","","",""
"0x7f61252ffc4c","475","mov r10, qword ptr [rsp+0x50]","","","",""
"0x7f61252ffc51","475","shr r10, 0x3","","","",""
"0x7f61252ffc55","475","mov r8, 0x6720d2190","","","",""
"0x7f61252ffc5f","475","mov dword ptr [r8+0x68], r10d","","","",""
"0x7f61252ffc63","475","shr r11, 0x9","","","",""
"0x7f61252ffc67","475","mov r10, 0x7f6120e3f000","","","",""
"0x7f61252ffc71","475","mov byte ptr [r10+r11*1], r12b","","","",""
"0x7f61252ffc75","478","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252ffc79","478","mov r10, r11","","","",""
"0x7f61252ffc7c","478","add r10, 0x28","","","",""
"0x7f61252ffc80","484","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252ffc84","484","jnb 0x7f6125300bf0 <Block 729>","","","",""
"0x7f61252ffc8a","0","Block 649:","","","",""
"0x7f61252ffc8a","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252ffc8e","485","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252ffc96","485","mov r10, qword ptr [rsp+0x40]","","","",""
"0x7f61252ffc9b","485","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252ffca2","485","mov qword ptr [r11], r10","","","",""
"0x7f61252ffca5","485","mov dword ptr [r11+0x8], 0xf800c479","","","",""
"0x7f61252ffcad","485","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252ffcb1","484","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252ffcb5","484","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252ffcb9","484","mov qword ptr [r11+0x20], r12","","","",""
"0x7f61252ffcbd","0","Block 650:","","","",""
"0x7f61252ffcbd","475","mov qword ptr [rsp+0x58], r11","","","",""
"0x7f61252ffcc2","475","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252ffcc6","475","mov r10, rax","","","",""
"0x7f61252ffcc9","475","add r10, 0x18","","","",""
"0x7f61252ffccd","484","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252ffcd1","484","jnb 0x7f6125300c08 <Block 731>","","","",""
"0x7f61252ffcd7","0","Block 651:","","","",""
"0x7f61252ffcd7","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252ffcdb","485","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252ffce3","485","mov r10, qword ptr [rsp+0x38]","","","",""
"0x7f61252ffce8","485","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252ffcef","485","mov qword ptr [rax], r10","","","",""
"0x7f61252ffcf2","485","mov dword ptr [rax+0x8], 0xf800c205","","","",""
"0x7f61252ffcf9","0","Block 652:","","","",""
"0x7f61252ffcf9","478","mov r11, qword ptr [rsp+0x50]","","","",""
"0x7f61252ffcfe","478","add r11, 0x14","","","",""
"0x7f61252ffd02","475","mov dword ptr [rax+0xc], 0x1","","","",""
"0x7f61252ffd09","475","mov qword ptr [rax+0x10], 0x2710","","","",""
"0x7f61252ffd11","484","mov rbp, qword ptr [rsp+0x58]","","","",""
"0x7f61252ffd16","484","mov dword ptr [rbp+0x10], 0x1","","","",""
"0x7f61252ffd1d","475","shr rbp, 0x3","","","",""
"0x7f61252ffd21","475","mov r10, 0x6720d2190","","","",""
"0x7f61252ffd2b","475","mov dword ptr [r10+0x6c], ebp","","","",""
"0x7f61252ffd2f","475","mov dword ptr [r11], ebp","","","",""
"0x7f61252ffd32","475","mov r10, rax","","","",""
"0x7f61252ffd35","475","shr r10, 0x3","","","",""
"0x7f61252ffd39","475","mov r8, qword ptr [rsp+0x58]","","","",""
"0x7f61252ffd3e","475","mov dword ptr [r8+0x20], r10d","","","",""
"0x7f61252ffd42","475","mov r10, r11","","","",""
"0x7f61252ffd45","475","mov r11, 0x6720d2190","","","",""
"0x7f61252ffd4f","475","shr r10, 0x9","","","",""
"0x7f61252ffd53","475","shr r11, 0x9","","","",""
"0x7f61252ffd57","475","shr r8, 0x9","","","",""
"0x7f61252ffd5b","475","mov r9, 0x7f6120e3f000","","","",""
"0x7f61252ffd65","475","mov byte ptr [r9+r8*1], r12b","","","",""
"0x7f61252ffd69","479","mov r8, 0x7f6120e3f000","","","",""
"0x7f61252ffd73","479","mov byte ptr [r8+r11*1], r12b","","","",""
"0x7f61252ffd77","478","mov r11, 0x7f6120e3f000","","","",""
"0x7f61252ffd81","478","mov byte ptr [r11+r10*1], r12b","","","",""
"0x7f61252ffd85","478","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252ffd89","478","mov r10, r11","","","",""
"0x7f61252ffd8c","478","add r10, 0x20","","","",""
"0x7f61252ffd90","484","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252ffd94","484","jnb 0x7f6125300c1d <Block 733>","","","",""
"0x7f61252ffd9a","0","Block 653:","","","",""
"0x7f61252ffd9a","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252ffd9e","484","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252ffda6","484","mov r10, qword ptr [rsp+0x28]","","","",""
"0x7f61252ffdab","484","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252ffdb2","484","mov qword ptr [r11], r10","","","",""
"0x7f61252ffdb5","484","mov dword ptr [r11+0x8], 0xf800c4d4","","","",""
"0x7f61252ffdbd","484","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252ffdc1","484","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252ffdc5","484","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252ffdc9","0","Block 654:","","","",""
"0x7f61252ffdc9","475","mov qword ptr [rsp+0x58], r11","","","",""
"0x7f61252ffdce","475","mov rbx, qword ptr [r15+0x60]","","","",""
"0x7f61252ffdd2","475","mov r10, rbx","","","",""
"0x7f61252ffdd5","475","add r10, 0x20","","","",""
"0x7f61252ffdd9","484","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252ffddd","484","jnb 0x7f6125300c34 <Block 735>","","","",""
"0x7f61252ffde3","0","Block 655:","","","",""
"0x7f61252ffde3","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252ffde7","485","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252ffdef","485","mov qword ptr [rbx], 0x1","","","",""
"0x7f61252ffdf6","485","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252ffdfe","485","mov dword ptr [rbx+0x8], 0xf8000161","","","",""
"0x7f61252ffe05","485","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252ffe0d","485","mov dword ptr [rbx+0xc], 0x4","","","",""
"0x7f61252ffe14","485","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252ffe1c","484","mov qword ptr [rbx+0x10], r12","","","",""
"0x7f61252ffe20","484","mov qword ptr [rbx+0x18], r12","","","",""
"0x7f61252ffe24","0","Block 656:","","","",""
"0x7f61252ffe24","481","mov r10, qword ptr [rsp+0x58]","","","",""
"0x7f61252ffe29","481","mov dword ptr [r10+0x10], 0x3e9","","","",""
"0x7f61252ffe31","475","mov rdi, rbx","","","",""
"0x7f61252ffe34","475","add rdi, 0x10","","","",""
"0x7f61252ffe38","481","xor esi, esi","","","",""
"0x7f61252ffe3a","481","mov edx, 0x4","","","",""
"0x7f61252ffe3f","481","mov r10, 0x7f6125053360","","","",""
"0x7f61252ffe49","481","call r10","400000","400000","2","2"
"0x7f61252ffe4c","0","Block 657:","","","",""
"0x7f61252ffe4c","481","mov r10, qword ptr [rsp+0x58]","","","",""
"0x7f61252ffe51","481","mov r11, rbx","","","",""
"0x7f61252ffe54","481","shr r11, 0x3","","","",""
"0x7f61252ffe58","481","mov r8, qword ptr [rsp+0x58]","","","",""
"0x7f61252ffe5d","481","mov dword ptr [r8+0x1c], r11d","","","",""
"0x7f61252ffe61","475","shr r10, 0x9","","","",""
"0x7f61252ffe65","475","mov r11, 0x7f6120e3f000","","","",""
"0x7f61252ffe6f","475","mov byte ptr [r11+r10*1], r12b","","","",""
"0x7f61252ffe73","475","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252ffe77","475","mov r10, r11","","","",""
"0x7f61252ffe7a","475","add r10, 0x20","","","",""
"0x7f61252ffe7e","484","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252ffe82","484","jnb 0x7f6125300c50 <Block 737>","","","",""
"0x7f61252ffe88","0","Block 658:","","","",""
"0x7f61252ffe88","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252ffe8c","485","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252ffe94","485","mov r10, qword ptr [rsp+0x28]","","","",""
"0x7f61252ffe99","485","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252ffea0","485","mov qword ptr [r11], r10","","","",""
"0x7f61252ffea3","485","mov dword ptr [r11+0x8], 0xf800c4d4","","","",""
"0x7f61252ffeab","485","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252ffeaf","484","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252ffeb3","484","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252ffeb7","0","Block 659:","","","",""
"0x7f61252ffeb7","475","mov qword ptr [rsp+0x60], r11","","","",""
"0x7f61252ffebc","475","mov rbx, qword ptr [r15+0x60]","","","",""
"0x7f61252ffec0","475","mov r10, rbx","","","",""
"0x7f61252ffec3","475","add r10, 0x20","","","",""
"0x7f61252ffec7","484","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252ffecb","484","jnb 0x7f6125300c68 <Block 739>","","","",""
"0x7f61252ffed1","0","Block 660:","","","",""
"0x7f61252ffed1","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252ffed5","485","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252ffedd","485","mov qword ptr [rbx], 0x1","","","",""
"0x7f61252ffee4","485","prefetchw zmmword ptr [r10+0x100]","","","",""
"0x7f61252ffeec","485","mov dword ptr [rbx+0x8], 0xf8000161","","","",""
"0x7f61252ffef3","485","prefetchw zmmword ptr [r10+0x140]","","","",""
"0x7f61252ffefb","485","mov dword ptr [rbx+0xc], 0x4","","","",""
"0x7f61252fff02","485","prefetchw zmmword ptr [r10+0x180]","","","",""
"0x7f61252fff0a","484","mov qword ptr [rbx+0x10], r12","","","",""
"0x7f61252fff0e","484","mov qword ptr [rbx+0x18], r12","","","",""
"0x7f61252fff12","0","Block 661:","","","",""
"0x7f61252fff12","475","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fff17","475","mov dword ptr [r10+0x10], 0x3e9","","","",""
"0x7f61252fff1f","475","mov rdi, rbx","","","",""
"0x7f61252fff22","475","add rdi, 0x10","","","",""
"0x7f61252fff26","475","xor esi, esi","","","",""
"0x7f61252fff28","475","mov edx, 0x4","","","",""
"0x7f61252fff2d","475","mov r10, 0x7f6125053360","","","",""
"0x7f61252fff37","475","call r10","","","",""
"0x7f61252fff3a","0","Block 662:","","","",""
"0x7f61252fff3a","481","mov r10, qword ptr [rsp+0x58]","","","",""
"0x7f61252fff3f","481","shr r10, 0x3","","","",""
"0x7f61252fff43","478","mov r11, qword ptr [rsp+0x60]","","","",""
"0x7f61252fff48","478","mov dword ptr [r11+0x18], r10d","","","",""
"0x7f61252fff4c","478","mov r11, rbx","","","",""
"0x7f61252fff4f","478","shr r11, 0x3","","","",""
"0x7f61252fff53","478","mov r10, qword ptr [rsp+0x60]","","","",""
"0x7f61252fff58","478","mov dword ptr [r10+0x1c], r11d","","","",""
"0x7f61252fff5c","475","shr r10, 0x9","","","",""
"0x7f61252fff60","475","mov r11, 0x7f6120e3f000","","","",""
"0x7f61252fff6a","475","mov byte ptr [r11+r10*1], r12b","","","",""
"0x7f61252fff6e","475","mov r11, qword ptr [r15+0x60]","","","",""
"0x7f61252fff72","475","mov r10, r11","","","",""
"0x7f61252fff75","475","add r10, 0x28","","","",""
"0x7f61252fff79","484","cmp r10, qword ptr [r15+0x70]","","","",""
"0x7f61252fff7d","484","jnb 0x7f6125300c84 <Block 741>","","","",""
"0x7f61252fff83","0","Block 663:","","","",""
"0x7f61252fff83","485","mov qword ptr [r15+0x60], r10","","","",""
"0x7f61252fff87","485","prefetchw zmmword ptr [r10+0xc0]","","","",""
"0x7f61252fff8f","484","mov r10, qword ptr [rsp+0x48]","","","",""
"0x7f61252fff94","484","mov r10, qword ptr [r10+0xa8]","","","",""
"0x7f61252fff9b","484","mov qword ptr [r11], r10","","","",""
"0x7f61252fff9e","484","mov dword ptr [r11+0x8], 0xf800c51c","","","",""
"0x7f61252fffa6","484","mov dword ptr [r11+0xc], r12d","","","",""
"0x7f61252fffaa","484","mov qword ptr [r11+0x10], r12","","","",""
"0x7f61252fffae","484","mov qword ptr [r11+0x18], r12","","","",""
"0x7f61252fffb2","484","mov qword ptr [r11+0x20], r12","","","",""
"0x7f61252fffb6","0","Block 664:","","","",""
