"Address","Source Line","Assembly","Hardware Event Count: Total","Hardware Event Count: Self","Hardware Event Sample Count: Total","Hardware Event Sample Count: Self"
"0x7f61252f5c56","495","cmp ecx, 0x0","","","",""
"0x7f61252f5c59","495","jz 0x7f61252f701f <Block 375>","","","",""
"0x7f61252f5c5f","0","Block 125:","","","",""
"0x7f61252f5c5f","495","mov rdx, rax","","","",""
"0x7f61252f5c62","495","mov rcx, 0x7f61206d9360","","","",""
"0x7f61252f5c6c","495","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f5c74","495","mov rdx, 0x7f61206d88a8","","","",""
"0x7f61252f5c7e","495","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5c84","495","add ecx, 0x8","","","",""
"0x7f61252f5c87","495","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f5c8d","495","mov rdx, 0x7f61206cc728","","","",""
"0x7f61252f5c97","495","and ecx, 0x7ffff8","","","",""
"0x7f61252f5c9d","495","cmp ecx, 0x0","","","",""
"0x7f61252f5ca0","495","jz 0x7f61252f7036 <Block 377>","","","",""
"0x7f61252f5ca6","0","Block 126:","","","",""
"0x7f61252f5ca6","495","mov rdx, rax","","","",""
"0x7f61252f5ca9","495","mov rcx, 0x7f61206d88a8","","","",""
"0x7f61252f5cb3","495","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f5cbb","495","mov rdx, 0x7f6120440a30","","","",""
"0x7f61252f5cc5","495","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5ccb","495","add ecx, 0x8","","","",""
"0x7f61252f5cce","495","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f5cd4","495","mov rdx, 0x7f61202c9480","","","",""
"0x7f61252f5cde","495","and ecx, 0x7ffff8","","","",""
"0x7f61252f5ce4","495","cmp ecx, 0x0","","","",""
"0x7f61252f5ce7","495","jz 0x7f61252f704d <Block 379>","","","",""
"0x7f61252f5ced","0","Block 127:","","","",""
"0x7f61252f5ced","495","mov rdx, rbx","","","",""
"0x7f61252f5cf0","495","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f5cfa","495","add qword ptr [rcx+0x328], 0x1","","","",""
"0x7f61252f5d02","495","mov rdx, 0x7f61206d9490","","","",""
"0x7f61252f5d0c","495","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5d12","495","add ecx, 0x8","","","",""
"0x7f61252f5d15","495","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f5d1b","495","mov rdx, 0x7f61206d2d20","","","",""
"0x7f61252f5d25","495","and ecx, 0x7ffff8","","","",""
"0x7f61252f5d2b","495","cmp ecx, 0x0","","","",""
"0x7f61252f5d2e","495","jz 0x7f61252f7064 <Block 381>","","","",""
"0x7f61252f5d34","0","Block 128:","","","",""
"0x7f61252f5d34","495","mov rdx, rbx","","","",""
"0x7f61252f5d37","495","mov rcx, 0x7f61206d9490","","","",""
"0x7f61252f5d41","495","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f5d49","495","mov edx, 0x4","","","",""
"0x7f61252f5d4e","495","mov ecx, 0xbb8","","","",""
"0x7f61252f5d53","495","mov r8, qword ptr [rsp+0xf0]","","","",""
"0x7f61252f5d5b","495","mov rdi, rax","","","",""
"0x7f61252f5d5e","495","mov rsi, rbx","","","",""
"0x7f61252f5d61","495","mov qword ptr [rsp+0xf8], rbx","","","",""
"0x7f61252f5d69","495","nop ","","","",""
"0x7f61252f5d6a","495","nop ","","","",""
"0x7f61252f5d6b","495","nop ","","","",""
"0x7f61252f5d6c","495","nop ","","","",""
"0x7f61252f5d6d","495","nop ","","","",""
"0x7f61252f5d6e","495","nop ","","","",""
"0x7f61252f5d6f","495","call 0x7f6125045de0 <resolve_opt_virtual_call>","","","",""
"0x7f61252f5d74","0","Block 129:","","","",""
"0x7f61252f5d74","495","mov rdx, 0x7c0062e90","","","",""
"0x7f61252f5d7e","495","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f5d82","495","lea rdi, ptr [rax+0x28]","","","",""
"0x7f61252f5d86","495","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f5d8a","495","jnbe 0x7f61252f707b <Block 383>","","","",""
"0x7f61252f5d90","0","Block 130:","","","",""
"0x7f61252f5d90","495","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5d94","495","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f5d9b","495","mov qword ptr [rax], rcx","","","",""
"0x7f61252f5d9e","495","mov rcx, rdx","","","",""
"0x7f61252f5da1","495","shr rcx, 0x3","","","",""
"0x7f61252f5da5","495","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5da8","495","xor rcx, rcx","","","",""
"0x7f61252f5dab","495","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f5dae","495","xor rcx, rcx","","","",""
"0x7f61252f5db1","495","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f5db5","495","mov qword ptr [rax+0x18], rcx","","","",""
"0x7f61252f5db9","495","mov qword ptr [rax+0x20], rcx","","","",""
"0x7f61252f5dbd","0","Block 131:","","","",""
"0x7f61252f5dbd","499","mov rdx, 0x7c0061a20","","","",""
"0x7f61252f5dc7","499","mov rbx, rax","","","",""
"0x7f61252f5dca","499","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f5dce","499","lea rdi, ptr [rax+0x10]","","","",""
"0x7f61252f5dd2","499","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f5dd6","499","jnbe 0x7f61252f7088 <Block 385>","","","",""
"0x7f61252f5ddc","0","Block 132:","","","",""
"0x7f61252f5ddc","499","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5de0","499","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f5de7","499","mov qword ptr [rax], rcx","","","",""
"0x7f61252f5dea","499","mov rcx, rdx","","","",""
"0x7f61252f5ded","499","shr rcx, 0x3","","","",""
"0x7f61252f5df1","499","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5df4","499","xor rcx, rcx","","","",""
"0x7f61252f5df7","499","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f5dfa","499","xor rcx, rcx","","","",""
"0x7f61252f5dfd","0","Block 133:","","","",""
"0x7f61252f5dfd","499","mov r9, rax","","","",""
"0x7f61252f5e00","499","mov rdx, r9","","","",""
"0x7f61252f5e03","499","mov rsi, 0x7f61206da038","","","",""
"0x7f61252f5e0d","499","add qword ptr [rsi+0x338], 0x1","","","",""
"0x7f61252f5e15","499","mov rdx, 0x7f61206d83b8","","","",""
"0x7f61252f5e1f","499","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5e25","499","add esi, 0x8","","","",""
"0x7f61252f5e28","499","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f5e2e","499","mov rdx, 0x7f61206cfef0","","","",""
"0x7f61252f5e38","499","and esi, 0x7ffff8","","","",""
"0x7f61252f5e3e","499","cmp esi, 0x0","","","",""
"0x7f61252f5e41","499","jz 0x7f61252f7095 <Block 387>","","","",""
"0x7f61252f5e47","0","Block 134:","","","",""
"0x7f61252f5e47","499","mov rdx, r9","","","",""
"0x7f61252f5e4a","499","mov rsi, 0x7f61206d83b8","","","",""
"0x7f61252f5e54","499","add qword ptr [rsi+0x108], 0x1","","","",""
"0x7f61252f5e5c","499","mov rdx, 0x7f6120440a30","","","",""
"0x7f61252f5e66","499","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5e6c","499","add esi, 0x8","","","",""
"0x7f61252f5e6f","499","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f5e75","499","mov rdx, 0x7f61202c9480","","","",""
"0x7f61252f5e7f","499","and esi, 0x7ffff8","","","",""
"0x7f61252f5e85","499","cmp esi, 0x0","","","",""
"0x7f61252f5e88","499","jz 0x7f61252f70ac <Block 389>","","","",""
"0x7f61252f5e8e","0","Block 135:","","","",""
"0x7f61252f5e8e","499","mov byte ptr [r9+0xc], 0x1","","","",""
"0x7f61252f5e93","499","mov rdx, r9","","","",""
"0x7f61252f5e96","499","mov rsi, 0x7f61206da038","","","",""
"0x7f61252f5ea0","499","mov edx, dword ptr [rdx+0x8]","","","",""
"0x7f61252f5ea3","499","shl rdx, 0x3","","","",""
"0x7f61252f5ea7","499","cmp rdx, qword ptr [rsi+0x350]","","","",""
"0x7f61252f5eae","499","jnz 0x7f61252f5ebd <Block 137>","","","",""
"0x7f61252f5eb0","0","Block 136:","","","",""
"0x7f61252f5eb0","499","add qword ptr [rsi+0x358], 0x1","","","",""
"0x7f61252f5eb8","499","jmp 0x7f61252f5f23 <Block 144>","","","",""
"0x7f61252f5ebd","0","Block 137:","","","",""
"0x7f61252f5ebd","499","cmp rdx, qword ptr [rsi+0x360]","","","",""
"0x7f61252f5ec4","499","jnz 0x7f61252f5ed3 <Block 139>","","","",""
"0x7f61252f5ec6","0","Block 138:","","","",""
"0x7f61252f5ec6","499","add qword ptr [rsi+0x368], 0x1","","","",""
"0x7f61252f5ece","499","jmp 0x7f61252f5f23 <Block 144>","","","",""
"0x7f61252f5ed3","0","Block 139:","","","",""
"0x7f61252f5ed3","499","cmp qword ptr [rsi+0x350], 0x0","","","",""
"0x7f61252f5ede","499","jnz 0x7f61252f5ef7 <Block 141>","","","",""
"0x7f61252f5ee0","0","Block 140:","","","",""
"0x7f61252f5ee0","499","mov qword ptr [rsi+0x350], rdx","","","",""
"0x7f61252f5ee7","499","mov qword ptr [rsi+0x358], 0x1","","","",""
"0x7f61252f5ef2","499","jmp 0x7f61252f5f23 <Block 144>","","","",""
"0x7f61252f5ef7","0","Block 141:","","","",""
"0x7f61252f5ef7","499","cmp qword ptr [rsi+0x360], 0x0","","","",""
"0x7f61252f5f02","499","jnz 0x7f61252f5f1b <Block 143>","","","",""
"0x7f61252f5f04","0","Block 142:","","","",""
"0x7f61252f5f04","499","mov qword ptr [rsi+0x360], rdx","","","",""
"0x7f61252f5f0b","499","mov qword ptr [rsi+0x368], 0x1","","","",""
"0x7f61252f5f16","499","jmp 0x7f61252f5f23 <Block 144>","","","",""
"0x7f61252f5f1b","0","Block 143:","","","",""
"0x7f61252f5f1b","499","add qword ptr [rsi+0x348], 0x1","","","",""
"0x7f61252f5f23","0","Block 144:","","","",""
"0x7f61252f5f23","499","mov rdx, 0x7f61206d95e8","","","",""
"0x7f61252f5f2d","499","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5f33","499","add esi, 0x8","","","",""
"0x7f61252f5f36","499","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f5f3c","499","mov rdx, 0x7f61206d0030","","","",""
"0x7f61252f5f46","499","and esi, 0x7ffff8","","","",""
"0x7f61252f5f4c","499","cmp esi, 0x0","","","",""
"0x7f61252f5f4f","499","jz 0x7f61252f70c3 <Block 391>","","","",""
"0x7f61252f5f55","0","Block 145:","","","",""
"0x7f61252f5f55","499","mov byte ptr [r9+0xc], 0x0","","","",""
"0x7f61252f5f5a","499","mov byte ptr [r9+0xd], 0x1","","","",""
"0x7f61252f5f5f","499","mov rdx, 0x7c0061828","","","",""
"0x7f61252f5f69","499","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f5f6d","499","lea rdi, ptr [rax+0x10]","","","",""
"0x7f61252f5f71","499","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f5f75","499","jnbe 0x7f61252f70da <Block 393>","","","",""
"0x7f61252f5f7b","0","Block 146:","","","",""
"0x7f61252f5f7b","499","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5f7f","499","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f5f86","499","mov qword ptr [rax], rcx","","","",""
"0x7f61252f5f89","499","mov rcx, rdx","","","",""
"0x7f61252f5f8c","499","shr rcx, 0x3","","","",""
"0x7f61252f5f90","499","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5f93","499","xor rcx, rcx","","","",""
"0x7f61252f5f96","499","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f5f99","499","xor rcx, rcx","","","",""
"0x7f61252f5f9c","0","Block 147:","","","",""
"0x7f61252f5f9c","499","mov rdx, rax","","","",""
"0x7f61252f5f9f","499","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f5fa9","499","add qword ptr [rcx+0x378], 0x1","","","",""
"0x7f61252f5fb1","499","mov rdx, 0x7f61206d9708","","","",""
"0x7f61252f5fbb","499","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5fc1","499","add ecx, 0x8","","","",""
"0x7f61252f5fc4","499","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f5fca","499","mov rdx, 0x7f61206cd8d8","","","",""
"0x7f61252f5fd4","499","and ecx, 0x7ffff8","","","",""
"0x7f61252f5fda","499","cmp ecx, 0x0","","","",""
"0x7f61252f5fdd","499","jz 0x7f61252f70e7 <Block 395>","","","",""
"0x7f61252f5fe3","0","Block 148:","","","",""
"0x7f61252f5fe3","499","mov rdx, rax","","","",""
"0x7f61252f5fe6","499","mov rcx, 0x7f61206d9708","","","",""
"0x7f61252f5ff0","499","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f5ff8","499","mov rdx, 0x7f61206d88a8","","","",""
"0x7f61252f6002","499","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f6008","499","add ecx, 0x8","","","",""
"0x7f61252f600b","499","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f6011","499","mov rdx, 0x7f61206cc728","","","",""
"0x7f61252f601b","499","and ecx, 0x7ffff8","","","",""
"0x7f61252f6021","499","cmp ecx, 0x0","","","",""
"0x7f61252f6024","499","jz 0x7f61252f70fe <Block 397>","","","",""
"0x7f61252f602a","0","Block 149:","","","",""
"0x7f61252f602a","499","mov rdx, rax","","","",""
"0x7f61252f602d","499","mov rcx, 0x7f61206d88a8","","","",""
"0x7f61252f6037","499","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f603f","499","mov rdx, 0x7f6120440a30","","","",""
"0x7f61252f6049","499","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f604f","499","add ecx, 0x8","","","",""
"0x7f61252f6052","499","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f6058","499","mov rdx, 0x7f61202c9480","","","",""
"0x7f61252f6062","499","and ecx, 0x7ffff8","","","",""
"0x7f61252f6068","499","cmp ecx, 0x0","","","",""
"0x7f61252f606b","499","jz 0x7f61252f7115 <Block 399>","","","",""
"0x7f61252f6071","0","Block 150:","","","",""
"0x7f61252f6071","499","mov rdx, rbx","","","",""
"0x7f61252f6074","499","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f607e","499","add qword ptr [rcx+0x388], 0x1","","","",""
"0x7f61252f6086","499","mov rdx, 0x7f61206d9838","","","",""
"0x7f61252f6090","499","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f6096","499","add ecx, 0x8","","","",""
"0x7f61252f6099","499","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f609f","499","mov rdx, 0x7f61206d3388","","","",""
"0x7f61252f60a9","499","and ecx, 0x7ffff8","","","",""
"0x7f61252f60af","499","cmp ecx, 0x0","","","",""
"0x7f61252f60b2","499","jz 0x7f61252f712c <Block 401>","","","",""
"0x7f61252f60b8","0","Block 151:","","","",""
"0x7f61252f60b8","499","mov rdx, rbx","","","",""
"0x7f61252f60bb","499","mov rcx, 0x7f61206d9838","","","",""
"0x7f61252f60c5","499","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f60cd","499","mov edx, 0x5","","","",""
"0x7f61252f60d2","499","mov ecx, 0xfa0","","","",""
"0x7f61252f60d7","499","mov r8, 0x0","","","",""
"0x7f61252f60e1","499","mov rdi, rax","","","",""
"0x7f61252f60e4","499","mov rsi, rbx","","","",""
"0x7f61252f60e7","499","mov qword ptr [rsp+0x100], rbx","","","",""
"0x7f61252f60ef","499","call 0x7f6125045de0 <resolve_opt_virtual_call>","","","",""
"0x7f61252f60f4","0","Block 152:","","","",""
"0x7f61252f60f4","499","mov rdx, 0x7c0062e90","","","",""
"0x7f61252f60fe","499","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f6102","499","lea rdi, ptr [rax+0x28]","","","",""
"0x7f61252f6106","499","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f610a","499","jnbe 0x7f61252f7143 <Block 403>","","","",""
"0x7f61252f6110","0","Block 153:","","","",""
"0x7f61252f6110","499","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f6114","499","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f611b","499","mov qword ptr [rax], rcx","","","",""
"0x7f61252f611e","499","mov rcx, rdx","","","",""
"0x7f61252f6121","499","shr rcx, 0x3","","","",""
"0x7f61252f6125","499","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f6128","499","xor rcx, rcx","","","",""
"0x7f61252f612b","499","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f612e","499","xor rcx, rcx","","","",""
"0x7f61252f6131","499","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f6135","499","mov qword ptr [rax+0x18], rcx","","","",""
"0x7f61252f6139","499","mov qword ptr [rax+0x20], rcx","","","",""
"0x7f61252f613d","0","Block 154:","","","",""
"0x7f61252f613d","501","mov rdx, 0x7c0061a20","","","",""
"0x7f61252f6147","501","mov rbx, rax","","","",""
"0x7f61252f614a","501","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f614e","501","lea rdi, ptr [rax+0x10]","","","",""
"0x7f61252f6152","501","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f6156","501","jnbe 0x7f61252f7150 <Block 405>","","","",""
"0x7f61252f615c","0","Block 155:","","","",""
"0x7f61252f615c","501","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f6160","501","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f6167","501","mov qword ptr [rax], rcx","","","",""
"0x7f61252f616a","501","mov rcx, rdx","","","",""
"0x7f61252f616d","501","shr rcx, 0x3","","","",""
"0x7f61252f6171","501","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f6174","501","xor rcx, rcx","","","",""
"0x7f61252f6177","501","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f617a","501","xor rcx, rcx","","","",""
"0x7f61252f617d","0","Block 156:","","","",""
"0x7f61252f617d","501","mov r9, rax","","","",""
"0x7f61252f6180","501","mov rdx, r9","","","",""
"0x7f61252f6183","501","mov rsi, 0x7f61206da038","","","",""
"0x7f61252f618d","501","add qword ptr [rsi+0x398], 0x1","","","",""
"0x7f61252f6195","501","mov rdx, 0x7f61206d83b8","","","",""
"0x7f61252f619f","501","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f61a5","501","add esi, 0x8","","","",""
"0x7f61252f61a8","501","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f61ae","501","mov rdx, 0x7f61206cfef0","","","",""
"0x7f61252f61b8","501","and esi, 0x7ffff8","","","",""
"0x7f61252f61be","501","cmp esi, 0x0","","","",""
"0x7f61252f61c1","501","jz 0x7f61252f715d <Block 407>","","","",""
"0x7f61252f61c7","0","Block 157:","","","",""
"0x7f61252f61c7","501","mov rdx, r9","","","",""
"0x7f61252f61ca","501","mov rsi, 0x7f61206d83b8","","","",""
"0x7f61252f61d4","501","add qword ptr [rsi+0x108], 0x1","","","",""
"0x7f61252f61dc","501","mov rdx, 0x7f6120440a30","","","",""
"0x7f61252f61e6","501","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f61ec","501","add esi, 0x8","","","",""
"0x7f61252f61ef","501","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f61f5","501","mov rdx, 0x7f61202c9480","","","",""
"0x7f61252f61ff","501","and esi, 0x7ffff8","","","",""
"0x7f61252f6205","501","cmp esi, 0x0","","","",""
"0x7f61252f6208","501","jz 0x7f61252f7174 <Block 409>","","","",""
"0x7f61252f620e","0","Block 158:","","","",""
"0x7f61252f620e","501","mov byte ptr [r9+0xc], 0x1","","","",""
"0x7f61252f6213","501","mov rdx, r9","","","",""
"0x7f61252f6216","501","mov rsi, 0x7f61206da038","","","",""
"0x7f61252f6220","501","mov edx, dword ptr [rdx+0x8]","","","",""
"0x7f61252f6223","501","shl rdx, 0x3","","","",""
"0x7f61252f6227","501","cmp rdx, qword ptr [rsi+0x3b0]","","","",""
"0x7f61252f622e","501","jnz 0x7f61252f623d <Block 160>","","","",""
"0x7f61252f6230","0","Block 159:","","","",""
"0x7f61252f6230","501","add qword ptr [rsi+0x3b8], 0x1","400000","400000","2","2"
"0x7f61252f6238","501","jmp 0x7f61252f62a3 <Block 167>","","","",""
"0x7f61252f623d","0","Block 160:","","","",""
"0x7f61252f623d","501","cmp rdx, qword ptr [rsi+0x3c0]","","","",""
"0x7f61252f6244","501","jnz 0x7f61252f6253 <Block 162>","","","",""
"0x7f61252f6246","0","Block 161:","","","",""
"0x7f61252f6246","501","add qword ptr [rsi+0x3c8], 0x1","","","",""
"0x7f61252f624e","501","jmp 0x7f61252f62a3 <Block 167>","","","",""
"0x7f61252f6253","0","Block 162:","","","",""
"0x7f61252f6253","501","cmp qword ptr [rsi+0x3b0], 0x0","","","",""
"0x7f61252f625e","501","jnz 0x7f61252f6277 <Block 164>","","","",""
"0x7f61252f6260","0","Block 163:","","","",""
"0x7f61252f6260","501","mov qword ptr [rsi+0x3b0], rdx","","","",""
"0x7f61252f6267","501","mov qword ptr [rsi+0x3b8], 0x1","","","",""
"0x7f61252f6272","501","jmp 0x7f61252f62a3 <Block 167>","","","",""
"0x7f61252f6277","0","Block 164:","","","",""
"0x7f61252f6277","501","cmp qword ptr [rsi+0x3c0], 0x0","","","",""
"0x7f61252f6282","501","jnz 0x7f61252f629b <Block 166>","","","",""
"0x7f61252f6284","0","Block 165:","","","",""
"0x7f61252f6284","501","mov qword ptr [rsi+0x3c0], rdx","","","",""
"0x7f61252f628b","501","mov qword ptr [rsi+0x3c8], 0x1","","","",""
"0x7f61252f6296","501","jmp 0x7f61252f62a3 <Block 167>","","","",""
"0x7f61252f629b","0","Block 166:","","","",""
"0x7f61252f629b","501","add qword ptr [rsi+0x3a8], 0x1","","","",""
"0x7f61252f62a3","0","Block 167:","","","",""
"0x7f61252f62a3","501","mov rdx, 0x7f61206d95e8","","","",""
"0x7f61252f62ad","501","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f62b3","501","add esi, 0x8","","","",""
"0x7f61252f62b6","501","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f62bc","501","mov rdx, 0x7f61206d0030","","","",""
"0x7f61252f62c6","501","and esi, 0x7ffff8","","","",""
"0x7f61252f62cc","501","cmp esi, 0x0","","","",""
"0x7f61252f62cf","501","jz 0x7f61252f718b <Block 411>","","","",""
"0x7f61252f62d5","0","Block 168:","","","",""
"0x7f61252f62d5","501","mov byte ptr [r9+0xc], 0x0","","","",""
"0x7f61252f62da","501","mov byte ptr [r9+0xd], 0x1","","","",""
"0x7f61252f62df","501","mov rdx, 0x7c0061828","","","",""
"0x7f61252f62e9","501","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f62ed","501","lea rdi, ptr [rax+0x10]","","","",""
"0x7f61252f62f1","501","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f62f5","501","jnbe 0x7f61252f71a2 <Block 413>","","","",""
"0x7f61252f62fb","0","Block 169:","","","",""
"0x7f61252f62fb","501","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f62ff","501","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f6306","501","mov qword ptr [rax], rcx","","","",""
"0x7f61252f6309","501","mov rcx, rdx","","","",""
"0x7f61252f630c","501","shr rcx, 0x3","","","",""
"0x7f61252f6310","501","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f6313","501","xor rcx, rcx","","","",""
"0x7f61252f6316","501","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f6319","501","xor rcx, rcx","","","",""
"0x7f61252f631c","0","Block 170:","","","",""
"0x7f61252f631c","501","mov rdx, rax","","","",""
"0x7f61252f631f","501","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f6329","501","add qword ptr [rcx+0x3d8], 0x1","","","",""
"0x7f61252f6331","501","mov rdx, 0x7f61206d9708","","","",""
"0x7f61252f633b","501","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f6341","501","add ecx, 0x8","","","",""
"0x7f61252f6344","501","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f634a","501","mov rdx, 0x7f61206cd8d8","","","",""
"0x7f61252f6354","501","and ecx, 0x7ffff8","","","",""
"0x7f61252f635a","501","cmp ecx, 0x0","","","",""
"0x7f61252f635d","501","jz 0x7f61252f71af <Block 415>","","","",""
"0x7f61252f6363","0","Block 171:","","","",""
"0x7f61252f6363","501","mov rdx, rax","","","",""
"0x7f61252f6366","501","mov rcx, 0x7f61206d9708","","","",""
"0x7f61252f6370","501","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f6378","501","mov rdx, 0x7f61206d88a8","","","",""
"0x7f61252f6382","501","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f6388","501","add ecx, 0x8","","","",""
"0x7f61252f638b","501","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f6391","501","mov rdx, 0x7f61206cc728","","","",""
"0x7f61252f639b","501","and ecx, 0x7ffff8","","","",""
"0x7f61252f63a1","501","cmp ecx, 0x0","","","",""
"0x7f61252f63a4","501","jz 0x7f61252f71c6 <Block 417>","","","",""
"0x7f61252f63aa","0","Block 172:","","","",""
"0x7f61252f63aa","501","mov rdx, rax","","","",""
"0x7f61252f63ad","501","mov rcx, 0x7f61206d88a8","","","",""
"0x7f61252f63b7","501","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f63bf","501","mov rdx, 0x7f6120440a30","","","",""
"0x7f61252f63c9","501","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f63cf","501","add ecx, 0x8","","","",""
"0x7f61252f63d2","501","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f63d8","501","mov rdx, 0x7f61202c9480","","","",""
"0x7f61252f63e2","501","and ecx, 0x7ffff8","","","",""
"0x7f61252f63e8","501","cmp ecx, 0x0","","","",""
"0x7f61252f63eb","501","jz 0x7f61252f71dd <Block 419>","","","",""
"0x7f61252f63f1","0","Block 173:","","","",""
"0x7f61252f63f1","501","mov rdx, rbx","","","",""
"0x7f61252f63f4","501","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f63fe","501","add qword ptr [rcx+0x3e8], 0x1","","","",""
"0x7f61252f6406","501","mov rdx, 0x7f61206d9838","","","",""
"0x7f61252f6410","501","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f6416","501","add ecx, 0x8","","","",""
"0x7f61252f6419","501","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f641f","501","mov rdx, 0x7f61206d3388","","","",""
"0x7f61252f6429","501","and ecx, 0x7ffff8","","","",""
"0x7f61252f642f","501","cmp ecx, 0x0","","","",""
"0x7f61252f6432","501","jz 0x7f61252f71f4 <Block 421>","","","",""
"0x7f61252f6438","0","Block 174:","","","",""
"0x7f61252f6438","501","mov rdx, rbx","","","",""
"0x7f61252f643b","501","mov rcx, 0x7f61206d9838","","","",""
